AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_EMPLOYED,EXT_SOURCE_2,EXT_SOURCE_3
171000.0,375322.5,20488.5,-1511,0.6435746820189508,0.5082869913916046
315000.0,927000.0,30766.5,-1359,0.2265068731262381,0.5549467685334323
135000.0,675000.0,34465.5,-6344,0.6180836881053707,0.7981372313187245
202500.0,713889.0,56533.5,-848,0.2918181951717679,0.3425288720742255
135000.0,360000.0,18000.0,365243,0.6753357647890695,
180000.0,518562.0,20695.5,365243,0.1447475472488587,0.6738300778602003
225000.0,1710000.0,59566.5,365243,0.5052444440705988,0.5316861425197883
180000.0,225000.0,17775.0,-2310,0.5733217116721889,0.1261005588362325
135000.0,225000.0,12334.5,-1883,0.6621951009056665,0.5100895276257282
202500.0,405000.0,20250.0,-2821,0.5095076687861732,0.2851799046358216
150750.0,247500.0,12766.5,-926,0.6262875645956664,0.4938628816996244
229500.0,808650.0,23305.5,365243,0.6193888129118037,0.6161216908872079
157500.0,545040.0,26509.5,-1784,0.7290527196773077,0.5884877883422673
72000.0,254700.0,20119.5,-696,0.7179689859068571,0.7062051096536562
112500.0,202500.0,10125.0,-783,0.4720841737865462,0.5867400085415683
112500.0,254700.0,27022.5,-706,,
157500.0,592560.0,32274.0,-744,0.2650475600360688,
117000.0,339241.5,12919.5,-172,0.502418232531289,0.6127042441012546
166500.0,675000.0,28728.0,-3754,0.630240460872275,
157500.0,781920.0,39852.0,-6358,0.7459853425075461,0.1428725230413196
180000.0,1223010.0,48501.0,-2141,0.7559949586835784,
157500.0,651600.0,26289.0,-7875,0.7630599736275052,0.5602843280409464
130500.0,675000.0,20596.5,365243,0.5980067070095784,0.4066174366275036
28350.0,269550.0,11547.0,365243,0.2487296976618488,
180000.0,125640.0,6943.5,-291,0.7577895556996982,0.2471909382666521
2025000.0,382500.0,14418.0,-976,0.4273561277108668,0.1852020815902493
202500.0,360000.0,18000.0,-2248,0.0507204666212849,0.4014074137749511
202500.0,900000.0,35824.5,-1033,0.7032301699773443,0.3016248916841194
180000.0,301500.0,18445.5,-716,0.5885936894845518,0.1929422277169508
315000.0,1255680.0,41629.5,-369,0.6847183766793794,0.4170996682522097
112500.0,440784.0,34825.5,-743,0.0486525757897778,0.3170317785834444
315000.0,719946.0,39186.0,-1889,0.7286983662403449,0.7380196196295241
202500.0,1078200.0,31653.0,-1659,0.6318798514022417,0.475849908720221
135000.0,354276.0,10872.0,365243,0.2445043284100984,0.2822484337007223
225000.0,247500.0,13423.5,-215,0.3391351766587919,0.3589512285783967
225000.0,468733.5,30649.5,-2396,0.7068046717196228,0.8658959152750668
67500.0,239850.0,23850.0,-11342,0.7479197144623475,0.4031416766587513
211500.0,1129500.0,31059.0,365243,0.3299975832132819,0.6058362647264226
270000.0,562500.0,25546.5,-5835,0.5424103148029789,0.2925880073368475
180000.0,254700.0,27558.0,-2240,0.7498689059346317,0.5567274263630174
148500.0,167121.0,15457.5,-105,0.3754526358645565,0.5531646987710016
126000.0,343800.0,13090.5,-957,0.4945461380443175,0.6127042441012546
112500.0,1125000.0,32895.0,365243,0.2629358786975408,
157500.0,685012.5,33084.0,-4435,0.4884906348514858,0.5762088360175724
90000.0,157500.0,9171.0,-686,0.6026238850939697,0.1745642655572634
112500.0,397017.0,24120.0,-774,0.1857263161848868,0.470456116119975
243000.0,270000.0,19332.0,-3279,0.7024491830125494,0.7366226976503176
225000.0,528633.0,25560.0,-500,0.4722749227543728,0.6075573001388961
135000.0,1256400.0,36864.0,-8021,0.6074053904559067,0.5814837058057234
175500.0,187929.0,13495.5,-1667,0.4694036763777429,0.6528965519806539
90000.0,239850.0,22671.0,365243,0.6810863906097395,0.7490217048463391
45000.0,225000.0,10822.5,-1970,0.5964391699519216,0.7557400501752248
112500.0,391500.0,14886.0,-3434,0.6639245541612238,0.4632753280912678
315000.0,1024740.0,52321.5,-259,0.6275304354888024,0.7675231046555077
112500.0,585000.0,42700.5,-118,0.6352254835852345,0.8256357449717892
202500.0,2013840.0,53253.0,-4916,0.7656045313463811,0.4507472818545589
225000.0,1223010.0,48631.5,-194,0.6009102687771327,0.7151031019926098
238500.0,291384.0,30595.5,-865,0.4417013952348108,0.4920600938649263
301500.0,469152.0,24084.0,365243,0.6245355143357533,0.4866531565147181
121500.0,454500.0,19255.5,-12518,0.68583141122423,0.4776491548517548
135000.0,775327.5,30748.5,-1003,0.0753124422698254,0.3962195720630885
396000.0,1125171.0,48303.0,-2692,0.4511475139180595,0.3723336657058204
242550.0,1406880.0,38817.0,365243,0.6504267743349164,0.7295666907060153
103500.0,265851.0,21132.0,365243,0.2675384198957301,0.807273923277881
270000.0,1687266.0,64395.0,-1896,0.6291900775955684,0.5691487713619409
270000.0,1687266.0,68719.5,-5591,0.6686941784225079,0.7407990879702335
76500.0,675000.0,20596.5,365243,0.653458571260668,0.3689687382528466
112500.0,270000.0,13500.0,-780,0.0298379128650086,0.1510075350878296
58500.0,247275.0,17208.0,365243,0.6815469448784708,0.6971469077844458
112500.0,1006920.0,42660.0,365243,0.7458983146701954,0.1862929496555374
121500.0,454500.0,20151.0,-161,0.5142174453088691,
54000.0,127350.0,7438.5,365243,0.7178405574265971,0.8406665596573005
157500.0,135000.0,6750.0,-1639,0.5889960699369411,0.6674577419214722
256500.0,253377.0,23368.5,-4074,0.1307208918784871,0.2970866116472028
112500.0,531706.5,29817.0,-827,0.5629347101367803,0.4471785780453068
247500.0,388512.0,31279.5,-860,0.5738832969364318,0.6925590674998008
265500.0,792477.0,21033.0,-5136,0.6484353382241267,0.3062022983135042
135000.0,405000.0,20250.0,-2072,0.7127863706621222,0.5656079814115492
67500.0,501948.0,13369.5,-12627,0.0531402933898,
87750.0,247275.0,17338.5,365243,0.4891190125805449,
112500.0,135000.0,6750.0,365243,0.6417970072242652,0.7281412993111438
90000.0,180000.0,17802.0,-1908,0.5620359973296488,0.6894791426446275
112500.0,864000.0,25393.5,-1868,0.2407392316605993,0.5779691187553125
49500.0,197820.0,17050.5,-1095,0.0205853372775324,
229500.0,610335.0,25785.0,-1415,0.6578574440155289,0.4258928980051529
225000.0,1006920.0,46791.0,-3522,0.7793075785646181,0.6690566947824041
72000.0,254700.0,24939.0,365243,0.7408171516840655,0.7091891096653581
135000.0,746626.5,30105.0,-946,0.4296373929152741,0.4776491548517548
112500.0,765000.0,38250.0,-5431,0.7399891439535897,0.6041125998015721
54000.0,112068.0,12199.5,-6817,0.3802384800801298,0.3859146722745145
157500.0,651600.0,23535.0,-204,0.5563817057531176,0.2764406945454034
135000.0,1288350.0,37669.5,-659,0.4516511315467914,0.501075160239048
112500.0,134775.0,10426.5,-1317,0.1274367598131674,0.5726825047161584
202500.0,545040.0,17842.5,-3541,0.6908929456409371,0.2301588968634147
135000.0,202500.0,10125.0,-2761,0.4861577749817941,0.6738300778602003
157500.0,324000.0,35023.5,-879,0.6320019205861112,
540000.0,1078200.0,31653.0,-1060,0.5398691341796813,0.5172965813614878
99000.0,977724.0,38182.5,-1838,0.4044279738048801,0.5602843280409464
112500.0,688500.0,20259.0,365243,0.5324840925654932,0.4992720153045617
135000.0,234000.0,15259.5,-5183,0.4022282392328423,0.6848276586890367
67500.0,178290.0,17496.0,365243,0.1915258625230554,0.6879328378491735
90000.0,318645.0,15457.5,365243,0.6683307334048741,0.3825018041447388
67500.0,101880.0,11623.5,-512,0.2406792811446295,0.4794489811780563
67500.0,95940.0,9472.5,365243,0.5697445889788223,0.6023863442690867
157500.0,225000.0,6318.0,-2520,0.1219480814436652,0.6769925032909132
126000.0,594121.5,25299.0,365243,0.7786336332826906,0.3910549766342248
202500.0,526500.0,22437.0,-9993,0.5578600842408517,0.4400578303966329
135000.0,640080.0,29970.0,-180,0.4942126995653087,0.6363761710860439
112500.0,314100.0,16573.5,-825,0.4631998055574171,0.2851799046358216
135000.0,544491.0,17694.0,-3925,0.6311928977527985,0.2692857999073816
112500.0,247500.0,13423.5,-1388,0.0613528261041832,0.2525986978339766
180000.0,1350000.0,55116.0,-887,0.7059066004778441,
117000.0,1024740.0,41737.5,-296,0.5873169385729095,0.6144143775673561
90000.0,900000.0,26316.0,-3311,0.524419463571891,
135000.0,1042560.0,34587.0,-537,0.6292053832377807,0.2678689358444539
112500.0,337500.0,16875.0,-1554,0.6076608780433802,0.7209441499436497
405000.0,640080.0,29970.0,-4582,0.546001094784575,
225000.0,545040.0,35617.5,-813,0.5925117670702922,0.6347055309763198
270000.0,900000.0,26316.0,365243,0.7208646215167975,0.475849908720221
112500.0,454500.0,23337.0,-1664,0.5321411165752807,0.5028782772082183
45000.0,327024.0,12456.0,-909,0.2665197753925157,0.7544061731797895
99000.0,117162.0,11718.0,-1722,0.7042195390033283,
112500.0,247500.0,12375.0,365243,0.6142928633127689,0.6940926425266661
112500.0,1078200.0,31653.0,365243,0.6591900495008605,0.4884551844437485
270000.0,720000.0,36000.0,-4204,0.696667485193953,0.7751552674785404
90000.0,260640.0,26838.0,365243,0.5979593944418736,0.7826078370261895
112500.0,270000.0,13500.0,-1929,0.702896911120988,0.3740208032583212
112500.0,331834.5,16092.0,365243,0.3405824736802565,
180000.0,332946.0,16146.0,-3179,0.7982356665179351,0.5298898341969072
90000.0,202500.0,10125.0,-2119,0.5974440952359762,0.5549467685334323
99000.0,436032.0,20457.0,-734,0.1405648504850698,0.3589512285783967
135000.0,450000.0,22018.5,-499,0.4098011492529554,0.2225807646753351
180000.0,563269.5,27526.5,-501,0.0240214805177299,
292500.0,1575000.0,58500.0,-1419,0.70056265195321,0.5082869913916046
81000.0,117162.0,12559.5,-1810,0.3814347589940718,
112500.0,967500.0,34879.5,-1824,0.6573158210441619,
144000.0,1024290.0,33174.0,-5590,0.5623051159972904,0.7380196196295241
90000.0,202500.0,18702.0,-777,0.6922316384385054,0.3457848024695955
180000.0,781920.0,47965.5,-2492,0.6448978383770547,0.3062022983135042
193500.0,1147500.0,31684.5,-2471,0.6141944150324954,0.2471909382666521
135000.0,315000.0,15750.0,-1774,0.6249251425435919,0.2955826421513093
38250.0,98910.0,7011.0,365243,0.5784383271312111,0.6313545365850379
270000.0,1185282.0,38236.5,365243,0.7094486613920431,0.8193176922872417
202500.0,521280.0,28408.5,-1375,0.2124369819072672,0.6528965519806539
85500.0,599472.0,21663.0,-4738,0.5998242208881726,0.7001838506835805
180000.0,1024740.0,52452.0,-3482,0.4327535015568649,0.8128226070575616
180000.0,163332.0,11178.0,-477,0.3812129257871774,0.0426338430544307
157500.0,824823.0,24246.0,-1010,0.2362949593109763,0.5136937663039473
112500.0,894906.0,26293.5,-1529,0.0657808033187125,
166500.0,376078.5,19471.5,-1830,0.2897212419460685,
108000.0,303489.0,29695.5,365243,0.3593182363659372,0.4188542886233217
225000.0,473760.0,51151.5,-419,0.5915505010985768,
315000.0,296280.0,21690.0,-601,0.5004447019601558,0.1664055461839363
76500.0,272520.0,21658.5,-1845,0.602519148522533,0.6195277080511546
112500.0,225000.0,15660.0,-2806,0.6152871832623411,0.3825018041447388
157500.0,202500.0,10125.0,-423,0.253284768428344,0.3910549766342248
90000.0,544491.0,16047.0,365243,0.7770389550995289,0.7252764347002191
144000.0,239850.0,23364.0,-1413,0.6513708764512699,0.5989262182569273
117000.0,225000.0,8482.5,365243,0.7732849814348132,0.6109913280868294
49500.0,74182.5,5292.0,365243,0.174435094931364,0.4507472818545589
202500.0,1006920.0,42790.5,-1322,0.7353258048957276,0.6279908192952864
157500.0,165024.0,6057.0,-2000,0.1621921059592286,0.4365064990977374
90000.0,314100.0,16573.5,-727,0.4605529118958775,0.8425892767430772
121500.0,568057.5,24196.5,-1828,0.418507619465926,0.5136937663039473
103500.0,450000.0,22018.5,-4450,0.1040626079234875,0.3139166772114369
180000.0,781920.0,25969.5,-2397,0.7213439873616608,0.4223696523543468
112500.0,180000.0,9000.0,-1407,0.5842447837671353,
180000.0,254700.0,25321.5,-6331,0.60219440550037,
153000.0,360000.0,24187.5,-2734,0.7004250159335118,0.324891229465852
81000.0,585000.0,22666.5,-287,0.7029471420326784,0.3123653692278984
180000.0,436032.0,20457.0,-2348,0.6341607487144458,0.4294236843421945
90000.0,830214.0,24273.0,-2053,0.5333876592404788,0.6109913280868294
54000.0,206280.0,7906.5,-2815,0.388491555803847,
90000.0,891072.0,45625.5,-1272,0.0038980201826125,0.7688075728291359
301500.0,942300.0,36643.5,-425,0.4301143762828877,0.6925590674998008
202500.0,1354500.0,37246.5,365243,0.7412116369900852,0.7544061731797895
292500.0,1575000.0,41679.0,-1595,0.7460474932123411,0.2940831009471255
225000.0,1206000.0,31941.0,-1137,0.6210010673322365,0.5424451438613613
90000.0,247500.0,12375.0,-642,0.5184988775506173,0.434733248750173
135000.0,364428.0,13869.0,-7510,0.4518352745977593,0.4848514754962666
180000.0,256500.0,18715.5,-2915,0.5145670367196721,0.133429254467317
135000.0,906615.0,30091.5,-1642,0.5335835847653008,
270000.0,1687266.0,64264.5,-5681,0.6474276917873898,0.3474182272002641
202500.0,698517.0,35793.0,365243,0.3262613859924608,0.5154953751603267
99000.0,808650.0,23773.5,-3333,0.1704749244258174,0.5814837058057234
189000.0,573628.5,27724.5,-3018,0.4739047882467746,0.470456116119975
202500.0,1305000.0,38155.5,-2622,0.4982579508887639,0.475849908720221
157500.0,1174977.0,34483.5,-179,0.3510548025131566,0.6212263380626669
180000.0,592560.0,35937.0,-2039,0.4779954507559247,
225000.0,790830.0,57676.5,-940,0.5636071294127138,0.3656165070113335
270000.0,288000.0,19246.5,-3013,0.6962375511730732,0.375711009574066
112500.0,590337.0,25141.5,-4880,0.194293834370055,0.5513812618027899
121500.0,562491.0,24907.5,365243,0.4806532701224859,0.6971469077844458
81000.0,343377.0,16830.0,-3295,0.2652563401861944,0.3506958432829587
292500.0,364500.0,19903.5,-1509,0.4422946612453707,0.2103502286944494
90000.0,270000.0,13500.0,-252,0.4962407302032871,
315000.0,497520.0,52371.0,-3063,0.5090322123888877,0.5620604831738043
90000.0,900000.0,32328.0,-3614,0.6394207038380507,0.5726825047161584
202500.0,315000.0,19165.5,-2887,0.7299459512203599,0.4578995512067301
81000.0,225000.0,12915.0,365243,0.1621921059592286,0.1237353221130787
112500.0,381528.0,24381.0,-570,0.2617678790286115,0.633031641417419
450000.0,1255680.0,41629.5,-7854,0.6352812190633319,0.7583930617144343
108000.0,781920.0,23836.5,365243,0.4354018239830744,
292500.0,1078200.0,31522.5,-3289,0.6861705568824936,0.4920600938649263
112500.0,263686.5,19318.5,-1409,0.4208189957455892,0.1183643263674006
81000.0,142200.0,8068.5,-1127,0.5578169343039181,0.5262949398096192
121500.0,346968.0,27540.0,-2150,0.6401061081048707,0.3092753558842053
202500.0,288873.0,18589.5,-705,0.5273473108798393,
229500.0,52767.0,5728.5,-4083,0.7145246789451581,0.8193176922872417
135000.0,440784.0,24741.0,-388,0.4779299754466927,0.6971469077844458
292500.0,544491.0,14359.5,-681,0.5777289627575141,0.6058362647264226
270000.0,756000.0,22234.5,-1347,0.6779194847386771,0.5190973382084597
180000.0,1312110.0,52168.5,-2989,0.7811710935276045,
148500.0,1193580.0,38632.5,-857,0.6816940575892927,0.6313545365850379
157500.0,553806.0,23593.5,365243,0.7536193219125121,0.3392876999089139
90000.0,388512.0,27760.5,-7180,0.7777352704214873,
180000.0,405000.0,20250.0,-2537,0.6704310784989117,0.6801388218428291
225000.0,582768.0,59845.5,-1178,0.7670807254091129,0.6109913280868294
180000.0,315000.0,19269.0,-13415,0.4237745004922259,0.2594676548211199
135000.0,1506816.0,49797.0,-3807,0.7086185659755496,0.5334816299804352
135000.0,584766.0,27225.0,-2926,0.6025453335462858,0.7490217048463391
166500.0,888840.0,37494.0,-2276,0.7318684726184893,0.646329897706246
112500.0,247500.0,12375.0,-5324,0.0788541774403786,0.3962195720630885
99000.0,284400.0,20740.5,-1088,0.3708032341592066,
135000.0,247275.0,17716.5,-645,0.0813107269975509,0.6296742509538716
283500.0,1006920.0,42790.5,-6691,0.6194506733960246,0.2276129150623945
180000.0,808650.0,26086.5,-5388,0.8036877664830856,0.5709165417729987
157500.0,1339884.0,39307.5,-1160,0.4795725376327342,
193500.0,625500.0,30091.5,-482,0.4212187821165541,0.3376727217405312
202500.0,225000.0,11488.5,-2949,0.0356144696999396,
153000.0,703728.0,33853.5,-545,0.0290919191910782,0.3672910183026313
279000.0,900000.0,26446.5,-1946,0.6998281750825532,0.5814837058057234
112500.0,265851.0,14049.0,-3989,0.5255755480397455,0.3723336657058204
157500.0,922666.5,33138.0,-2617,0.1879055474907074,0.3233112448967859
54000.0,125136.0,7114.5,365243,0.7233876786727379,0.5726825047161584
292500.0,337500.0,16875.0,365243,0.1268591599231807,0.6642482627052363
315000.0,545040.0,20547.0,-410,0.2103554163209216,0.2176285202779586
270000.0,545040.0,19575.0,-3725,0.693464849265496,0.4722533429586386
121500.0,219042.0,12703.5,-915,0.4326568799647017,0.6178261467332483
301500.0,203760.0,22072.5,-1976,0.3408919443000558,0.3740208032583212
76500.0,517500.0,15129.0,365243,0.7043470601001426,0.41534714488434
148500.0,437877.0,31270.5,-2572,0.4168428709395456,
81000.0,67500.0,5296.5,-2476,0.6259855452043995,0.7136313997323308
90000.0,270000.0,13500.0,-8056,0.7841431638822005,
225000.0,1113840.0,57001.5,-1462,0.7627435363343387,
270000.0,679671.0,32827.5,-657,0.2145888278142498,0.4048783643353997
157500.0,450000.0,27324.0,-2455,0.3399835679629337,0.6041125998015721
112500.0,284400.0,9211.5,365243,0.2513293930978112,
180000.0,331834.5,17505.0,-1121,0.7357299184027534,0.6528965519806539
54000.0,123637.5,8923.5,365243,0.5972179265554542,0.7958031328748403
225000.0,1724220.0,47542.5,365243,0.5030195731921195,0.6075573001388961
202500.0,327024.0,25965.0,-4588,0.7173929950712951,0.7583930617144343
157500.0,755190.0,36459.0,-782,0.4294659251582126,
135000.0,474048.0,21010.5,-1251,0.5386575346870627,0.1491674613233488
189000.0,695439.0,20461.5,-4346,0.3738336872912639,0.6706517530862718
135000.0,545040.0,35617.5,-4518,0.6808013344611817,0.4632753280912678
67500.0,271066.5,13171.5,-5071,0.5838410383335041,0.6626377922738201
72000.0,325908.0,15808.5,365243,0.531868891772865,
405000.0,1255680.0,41629.5,-777,0.6564976867440595,0.4525335592581747
121500.0,765261.0,30478.5,365243,0.6221326862793151,0.7476633896301825
180000.0,278613.0,30136.5,-1409,0.6919194094319698,
135000.0,675000.0,26770.5,-1582,0.621819051911367,0.7850520263728172
67500.0,225000.0,10620.0,-1956,0.5344433568166397,
135000.0,246357.0,26271.0,-831,0.476418802445023,
135000.0,135000.0,7749.0,-1324,0.4393461705928304,0.4543210601605785
94500.0,414792.0,21307.5,-1977,0.4641514626480642,0.3328505641648731
135000.0,348264.0,23274.0,-684,0.6561622786435669,0.2539628093363117
153000.0,314100.0,12091.5,-14037,0.6156494568027608,0.5064842396679806
103500.0,239850.0,25960.5,-182,0.6134064930669026,0.4632753280912678
67500.0,99000.0,10273.5,365243,0.4723185236571182,
67500.0,180000.0,9000.0,-1583,0.4944641445144658,0.6279908192952864
130500.0,849415.5,40995.0,-1294,0.1704996647746675,0.3523399726917038
121500.0,654498.0,25956.0,365243,0.6662188041139199,0.6212263380626669
292500.0,800500.5,31878.0,-918,0.0110820165046612,0.7700870700124128
292500.0,675000.0,34641.0,-2793,0.6106597082708743,0.3539876078507373
157500.0,1293502.5,35698.5,-2712,0.5363036749032378,0.5709165417729987
83250.0,229500.0,23643.0,365243,0.0200413929940863,0.4866531565147181
135000.0,454500.0,16825.5,-1345,0.5550967549683118,
270000.0,1293502.5,35698.5,365243,0.4835906911549514,0.2418614865234661
315000.0,1113840.0,57001.5,-8234,0.4464520430390672,0.656158373001177
360000.0,1971072.0,61888.5,-2133,0.7095072566022936,0.4812493411434029
180000.0,568800.0,16429.5,-481,0.1243232982222055,0.2127563054543414
90000.0,245268.0,19507.5,365243,0.2230621740121744,
157500.0,715095.0,49900.5,-3287,0.2622583692422573,0.6058362647264226
135000.0,310671.0,14611.5,-890,0.3272282936935652,
180000.0,543037.5,43033.5,-2397,0.6826849353194961,0.5100895276257282
337500.0,1256400.0,36864.0,365243,0.5937835622492493,0.5370699579791587
202500.0,728460.0,40675.5,-683,0.2858978721410488,0.1351060157401717
157500.0,495000.0,14314.5,-313,0.1146046574879627,
99000.0,450000.0,22500.0,-2182,0.204591888133559,0.6848276586890367
202500.0,1546020.0,42511.5,365243,0.6176551520934632,
270000.0,225000.0,24363.0,-3150,0.6440610977338163,0.3927738606031339
45000.0,137538.0,10863.0,-2770,0.699400787946153,
90000.0,270000.0,13500.0,-900,0.6627965073879476,
499500.0,938304.0,33700.5,-1245,0.7399302355107941,
450000.0,1249740.0,66712.5,-2416,0.3400228248257174,
225000.0,178290.0,18850.5,-1793,0.6556243142545193,0.4014074137749511
225000.0,576000.0,18711.0,365243,0.1907887872788906,0.3409064264152384
112500.0,1078200.0,28570.5,-258,0.6870880775503007,0.5262949398096192
90000.0,1076247.0,45729.0,-3267,0.5245612618483826,0.8528284668510541
202500.0,729792.0,23044.5,-3599,0.6733716947819601,0.7662336700704004
202500.0,457834.5,22396.5,365243,0.3240110168053869,0.7826078370261895
112500.0,199080.0,13302.0,-556,0.4659031889889849,0.2970866116472028
157500.0,284400.0,10345.5,-3597,0.5786196165773563,0.445396241560834
135000.0,360000.0,18000.0,365243,0.5447486428283232,0.6832688314232291
157500.0,379008.0,40347.0,-2631,0.2496789150019747,0.133429254467317
135000.0,95940.0,9099.0,-503,0.7257704046328222,0.5136937663039473
315000.0,1071909.0,31473.0,-1653,0.5618206761006089,0.2539628093363117
180000.0,904500.0,32485.5,-2753,0.6394509542684046,0.363945238612397
360000.0,485640.0,41674.5,-2466,0.607394961141,0.4686596550493113
225000.0,576072.0,18216.0,-544,0.2560116410071271,0.6313545365850379
135000.0,398016.0,26725.5,-4447,0.2581709368636702,0.1694287272664794
135000.0,178290.0,16798.5,-1550,0.5724870076178051,
180000.0,1108089.0,43254.0,-1565,0.2973072095401912,
247500.0,225000.0,11250.0,-2786,0.3735010244347136,0.2896112383820055
157500.0,261648.0,20799.0,-382,0.4964047281986215,0.5531646987710016
126000.0,463284.0,24115.5,-8408,0.2090616041311052,0.3876253444214701
90000.0,180000.0,9000.0,-457,0.4623516969629193,
180000.0,202500.0,10125.0,-7849,0.608406147222984,0.5513812618027899
180000.0,1256400.0,40657.5,-1901,0.5259135969588691,0.5226973172821112
90000.0,450000.0,16164.0,365243,0.4184437607582477,0.7922644738669378
157500.0,473760.0,56353.5,-1357,0.6171696011213805,
112500.0,276277.5,14985.0,-3354,0.6370122699417077,
180000.0,440784.0,29587.5,-2300,0.657630997093341,
112500.0,284400.0,18643.5,-1641,0.6355851668774217,0.7136313997323308
99000.0,338314.5,17185.5,365243,0.5740116325839113,0.4206109640437848
112500.0,202500.0,10125.0,-1107,0.6464986974087265,0.5190973382084597
162000.0,900000.0,35028.0,-1297,0.5177891171016166,0.0908147089893367
69750.0,544491.0,17694.0,-3383,0.0602403112229414,0.1161249142719599
112500.0,152820.0,15241.5,-2885,0.7008882462326546,0.5352762504724826
306000.0,495000.0,21933.0,-8696,0.6351798791333456,0.4956658291397297
90000.0,553806.0,23593.5,-1108,0.4169598205517009,
135000.0,528633.0,25560.0,-1024,0.5948011485149465,0.190705947811054
77850.0,247500.0,12375.0,-2995,0.6119898541202536,0.7267112092725122
121500.0,360000.0,18000.0,-5236,0.7277288950388684,
270000.0,473161.5,43528.5,-1786,0.5908740257804295,0.6092756673894402
90000.0,96696.0,7137.0,-3955,0.4019706312799787,0.434733248750173
45000.0,129519.0,12298.5,365243,0.2239692400801951,
202500.0,270000.0,13500.0,-1974,0.5500850533663688,0.4436153084085652
225000.0,585000.0,29250.0,-1948,0.7047203311505799,0.2764406945454034
135000.0,307152.0,24394.5,-609,0.6038747572165359,0.2250868621163805
175500.0,859212.0,36117.0,-1624,0.7427188134664595,0.7180328113294772
135000.0,550980.0,40221.0,-590,0.2307916327452653,0.511891801533151
157500.0,405000.0,20250.0,-1200,0.663143421167709,0.1317701325313814
90000.0,263686.5,15268.5,365243,0.7228360065203252,0.5937175866150576
54000.0,180000.0,9000.0,-10790,0.6587575961372688,0.5064842396679806
427500.0,1575000.0,54747.0,-4056,0.6462387801643792,
112500.0,180000.0,9000.0,-942,0.4902119241605734,0.2020866016820394
135000.0,509922.0,32719.5,-1341,0.3758783298039064,
450000.0,552555.0,43785.0,-2582,0.5176908368550212,0.6023863442690867
157500.0,1078200.0,29650.5,-4018,0.4385760553331873,0.248535557339522
72000.0,309420.0,15178.5,-542,0.4156951372431917,
225000.0,900000.0,40801.5,-189,0.2424942803313961,0.4794489811780563
126000.0,544068.0,25492.5,-392,0.2622583692422573,
121500.0,450000.0,22018.5,-239,0.6020162823897439,0.5919766183185521
90000.0,225000.0,12564.0,365243,0.2620553359511834,0.6863823354047934
112500.0,1078200.0,38331.0,-130,0.5569537531012884,
135000.0,269550.0,14112.0,-2226,0.6144482889272188,0.2250868621163805
121500.0,325908.0,16767.0,-1503,0.0992956113132737,
121500.0,272520.0,21658.5,-1898,0.5509778777321223,
135000.0,450000.0,16294.5,-2641,0.4690224445861711,0.5531646987710016
189000.0,1305909.0,43159.5,-5870,0.3327641503725497,0.6263042766749393
90000.0,1350000.0,39474.0,-847,0.7307469807361988,0.2750003523983893
112500.0,500211.0,27931.5,365243,0.7752570798770778,
157500.0,440784.0,34825.5,-1107,0.6335720460409197,0.1161249142719599
180000.0,339241.5,12919.5,365243,0.6254887915065707,0.4884551844437485
225000.0,497520.0,32521.5,-3263,0.4503246128067648,0.5334816299804352
270000.0,367389.0,18886.5,-4875,0.6309637947929793,0.6863823354047934
225000.0,679500.0,32818.5,-236,0.6586592743998916,0.6058362647264226
